fwd_init_window_size,id.resp_p,fwd_last_window_size,fwd_pkts_payload.max,payload_bytes_per_second,fwd_pkts_per_sec,flow_pkts_per_sec,bwd_pkts_per_sec,flow_iat.max,fwd_pkts_payload.avg,service,fwd_pkts_payload.min,flow_pkts_payload.max,flow_pkts_payload.std,flow_pkts_payload.avg,flow_SYN_flag_count,fwd_iat.max,fwd_URG_flag_count,fwd_header_size_max,fwd_header_size_min,id.orig_p,flow_iat.avg,bwd_pkts_payload.max,bwd_pkts_payload.std,flow_FIN_flag_count,Attack_type
64240,1883,502,33.0,3.316406,0.281582,0.438016,0.156434,29819482.088089,8.333333,mqtt,0.0,33.0,11.420052,7.571428999999998,2,29819482.088089,0,40,32,39671,2458639.071538,22.0,9.121403,0,MQTT_Publish
64240,1883,502,33.0,3.316096,0.281555,0.437975,0.15642,29747197.86644,8.333333,mqtt,0.0,33.0,11.420052,7.571428999999998,2,29747197.86644,0,40,32,44225,2458869.383885,22.0,9.121403,0,MQTT_Publish
64240,1883,502,33.0,3.387159,0.282263,0.439076,0.156813,29850662.946701,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29850662.946701,0,40,32,51495,2452702.063781,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.382762,0.2818969999999999,0.4385060000000001,0.156609,29860140.08522,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29860140.08522,0,40,32,42037,2455890.618838,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.368535,0.280711,0.436662,0.155951,29770004.034042,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29770004.034042,0,40,32,36349,2466262.7623630003,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.372354,0.281029,0.437157,0.156127,29775004.863739,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29775004.863739,0,40,32,39763,2463469.927128,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.3847050000000003,0.282059,0.438758,0.156699,29875375.032425,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29875375.032425,0,40,32,57501,2454480.538001,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.374026,0.281169,0.437374,0.1562049999999999,29776599.168777,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29776599.168777,0,40,32,56117,2462249.077283,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.3823480000000004,0.281862,0.4384520000000001,0.15659,29892142.057419,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29892142.057419,0,40,32,44927,2456191.154627,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.369885,0.280824,0.436837,0.156013,29772324.085236,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29772324.085236,0,40,32,36375,2465274.774111,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.369285,0.280774,0.436759,0.1559849999999999,29765208.959579,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29765208.959579,0,40,32,42381,2465713.702715,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.382714,0.281893,0.4385,0.156607,29867868.900299,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29867868.900299,0,40,32,58171,2455924.767714,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.3709519999999995,0.280913,0.436975,0.156063,29697514.057159007,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29697514.057159007,0,40,32,39989,2464494.081644,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.378223,0.281519,0.437918,0.156399,29937090.158463,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29937090.158463,0,40,32,54593,2459189.690076,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.380263,0.281689,0.438182,0.156494,29873291.015625,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29873291.015625,0,40,32,52085,2457706.084618,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.37002,0.280835,0.436854,0.156019,29746104.001999,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29746104.001999,0,40,32,41525,2465176.0138,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.384351,0.282029,0.438712,0.156683,29878719.091415007,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29878719.091415007,0,40,32,37425,2454737.55323,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.365039,0.28042,0.436209,0.155789,29794428.110123,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29794428.110123,0,40,32,43009,2468824.6250150003,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.3645980000000004,0.280383,0.436152,0.155768,29802947.044373,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29802947.044373,0,40,32,41337,2469148.397446,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.240614,0.280438,0.436237,0.155799,29799875.974655,8.222222,mqtt,0.0,33.0,11.229866,7.428571000000002,2,29799875.974655,0,40,32,46569,2468667.690571,21.0,8.689074,0,MQTT_Publish
64240,1883,502,33.0,3.368202,0.280684,0.436619,0.155935,29783406.972885,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29783406.972885,0,40,32,46467,2466506.242752,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.366167,0.280514,0.436355,0.155841,29791519.165039007,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29791519.165039007,0,40,32,33649,2467997.459265,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.378286,0.281524,0.437926,0.156402,29870038.032532,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29870038.032532,0,40,32,35111,2459144.4639060004,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.383171,0.281931,0.438559,0.156628,29889089.107513,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29889089.107513,0,40,32,52071,2455593.622648,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.369477,0.28079,0.436784,0.155994,29787029.981613,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29787029.981613,0,40,32,60995,2465573.530931,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.385793,0.282149,0.438899,0.15675,29863275.051117,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29863275.051117,0,40,32,50751,2453691.390844,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.3670370000000003,0.280586,0.436468,0.155881,29814059.019089,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29814059.019089,0,40,32,38745,2467359.762925,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.385872,0.282156,0.438909,0.156753,29851208.925247,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29851208.925247,0,40,32,49185,2453634.610543,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.382014,0.281835,0.438409,0.156575,29848643.064499,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29848643.064499,0,40,32,47295,2456433.149484,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.384778,0.282065,0.4387680000000001,0.156703,29869238.853455,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29869238.853455,0,40,32,60745,2454427.223939,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.382463,0.281872,0.438467,0.156596,29867969.989777,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29867969.989777,0,40,32,53237,2456107.322986,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.37202,0.281002,0.4371140000000001,0.156112,29773945.808411,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29773945.808411,0,40,32,42637,2463713.921033,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.364581,0.280382,0.436149,0.155768,29823278.903961,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29823278.903961,0,40,32,34219,2469161.235369,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.376244,0.281354,0.437661,0.156308,29909020.900726,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29909020.900726,0,40,32,41975,2460631.535603,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.36179,0.280149,0.435788,0.155638,29802966.833115004,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29802966.833115004,0,40,32,33293,2471210.993253,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.367199,0.2806,0.436489,0.155889,29795946.836472,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29795946.836472,0,40,32,35285,2467241.3789310004,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.364833,0.280403,0.436182,0.155779,29803354.024887,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29803354.024887,0,40,32,52561,2468975.855754,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.376599,0.281383,0.437707,0.156324,29897463.083267,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29897463.083267,0,40,32,42461,2460372.631366,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.3658660000000005,0.280489,0.436316,0.155827,29795991.897583,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29795991.897583,0,40,32,33775,2468218.546647,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.37676,0.2813969999999999,0.437728,0.156331,29889672.040939003,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29889672.040939003,0,40,32,49599,2460255.7695830003,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.366541,0.280545,0.436404,0.155858,29790796.995163,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29790796.995163,0,40,32,51113,2467723.222879,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.367774,0.280648,0.436563,0.155915,29787762.880325,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29787762.880325,0,40,32,56617,2466820.074962,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.378788,0.281566,0.437991,0.156425,29757014.989853,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29757014.989853,0,40,32,56301,2458779.078264,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.377575,0.281465,0.437834,0.156369,29885917.901993,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29885917.901993,0,40,32,38505,2459662.162341,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.398017,0.283168,0.440484,0.157316,29569719.076157,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29569719.076157,0,40,32,39223,2444865.080026,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.249528,0.281209,0.437437,0.156227,29768297.195435,8.222222,mqtt,0.0,33.0,11.229866,7.428571000000002,2,29768297.195435,0,40,32,60201,2461895.704269,21.0,8.689074,0,MQTT_Publish
64240,1883,502,33.0,3.245751,0.280882,0.436928,0.156046,29763087.9879,8.222222,mqtt,0.0,33.0,11.229866,7.428571000000002,2,29763087.9879,0,40,32,57109,2464761.220492,21.0,8.689074,0,MQTT_Publish
64240,1883,502,33.0,3.232217,0.279711,0.4351060000000001,0.155395,29878261.804581,8.222222,mqtt,0.0,33.0,11.229866,7.428571000000002,2,29878261.804581,0,40,32,32865,2475080.985289,21.0,8.689074,0,MQTT_Publish
64240,1883,502,33.0,3.36596,0.280497,0.436328,0.155831,29816497.802734,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29816497.802734,0,40,32,58743,2468149.753717,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.265127,0.282559,0.439536,0.156977,29722827.911377,8.222222,mqtt,0.0,33.0,11.229866,7.428571000000002,2,29722827.911377,0,40,32,59577,2450134.772521,21.0,8.689074,0,MQTT_Publish
64240,1883,502,33.0,3.243357,0.280675,0.4366060000000001,0.155931,29791335.105896004,8.222222,mqtt,0.0,33.0,11.229866,7.428571000000002,2,29791335.105896004,0,40,32,48921,2466580.005792,21.0,8.689074,0,MQTT_Publish
64240,1883,502,33.0,3.240897,0.280462,0.436275,0.1558119999999999,29795188.903809004,8.222222,mqtt,0.0,33.0,11.229866,7.428571000000002,2,29795188.903809004,0,40,32,44665,2468452.765391,21.0,8.689074,0,MQTT_Publish
64240,1883,502,33.0,3.358085,0.27984,0.435307,0.155467,29883947.134018,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29883947.134018,0,40,32,54621,2473937.456424,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.239191,0.280315,0.436045,0.15573,29921494.007111,8.222222,mqtt,0.0,33.0,11.229866,7.428571000000002,2,29921494.007111,0,40,32,54277,2469752.678504,21.0,8.689074,0,MQTT_Publish
64240,1883,502,33.0,3.268224,0.282827,0.439953,0.157126,29792901.039124,8.222222,mqtt,0.0,33.0,11.229866,7.428571000000002,2,29792901.039124,0,40,32,54795,2447812.9240180003,21.0,8.689074,0,MQTT_Publish
64240,1883,502,33.0,3.373892,0.281158,0.437356,0.156199,29699869.155884,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29699869.155884,0,40,32,54603,2462346.553802,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.238764,0.280278,0.435987,0.15571,29835297.822952,8.222222,mqtt,0.0,33.0,11.229866,7.428571000000002,2,29835297.822952,0,40,32,60035,2470077.991486,21.0,8.689074,0,MQTT_Publish
64240,1883,502,33.0,3.256432,0.281807,0.438366,0.156559,29876209.974289,8.222222,mqtt,0.0,33.0,11.229866,7.428571000000002,2,29876209.974289,0,40,32,51887,2456676.299755,21.0,8.689074,0,MQTT_Publish
64240,1883,502,33.0,3.255793,0.281751,0.43828,0.156529,29872427.940369,8.222222,mqtt,0.0,33.0,11.229866,7.428571000000002,2,29872427.940369,0,40,32,52041,2457158.528841,21.0,8.689074,0,MQTT_Publish
64240,1883,502,33.0,3.364002,0.280334,0.436074,0.155741,29761011.838913,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29761011.838913,0,40,32,53151,2469585.767159,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.231265,0.279629,0.434978,0.155349,29888066.053391,8.222222,mqtt,0.0,33.0,11.229866,7.428571000000002,2,29888066.053391,0,40,32,53781,2475810.83958,21.0,8.689074,0,MQTT_Publish
64240,1883,502,33.0,3.248548,0.281124,0.437305,0.15618,29936398.983002003,8.222222,mqtt,0.0,33.0,11.229866,7.428571000000002,2,29936398.983002003,0,40,32,59303,2462638.543202,21.0,8.689074,0,MQTT_Publish
64240,1883,502,33.0,3.249197,0.281181,0.437392,0.156211,29797966.957092,8.222222,mqtt,0.0,33.0,11.229866,7.428571000000002,2,29797966.957092,0,40,32,59607,2462146.447255,21.0,8.689074,0,MQTT_Publish
64240,1883,502,33.0,3.252472,0.281464,0.437833,0.156369,29879198.074341,8.222222,mqtt,0.0,33.0,11.229866,7.428571000000002,2,29879198.074341,0,40,32,42911,2459667.7743470003,21.0,8.689074,0,MQTT_Publish
64240,1883,502,33.0,3.241222,0.28049,0.436318,0.155828,29796669.960022,8.222222,mqtt,0.0,33.0,11.229866,7.428571000000002,2,29796669.960022,0,40,32,37111,2468204.8467490003,21.0,8.689074,0,MQTT_Publish
64240,1883,502,33.0,3.3708480000000005,0.280904,0.436962,0.156058,29783124.923706,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29783124.923706,0,40,32,41323,2464570.614008,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.253085,0.281517,0.437915,0.156398,29758960.008621003,8.222222,mqtt,0.0,33.0,11.229866,7.428571000000002,2,29758960.008621003,0,40,32,48297,2459204.306969,21.0,8.689074,0,MQTT_Publish
64240,1883,502,33.0,3.3811949999999995,0.281766,0.438303,0.1565369999999999,29830935.001373,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29830935.001373,0,40,32,49345,2457028.535696,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.379368,0.281614,0.438066,0.156452,29851133.108139,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29851133.108139,0,40,32,54895,2458356.545522,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.384558,0.282047,0.4387390000000001,0.156693,29865759.849548,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29865759.849548,0,40,32,41839,2454586.836008,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.37609,0.281341,0.437641,0.1563,29714992.046356,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29714992.046356,0,40,32,53367,2460743.775735,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.3807370000000003,0.281728,0.438244,0.156516,29914595.842361,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29914595.842361,0,40,32,60057,2457361.074594,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.384035,0.282003,0.438671,0.156668,29850471.973419,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29850471.973419,0,40,32,51135,2454966.6918240003,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.388777,0.282398,0.439286,0.156888,29873440.980911,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29873440.980911,0,40,32,49325,2451531.080099,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.357352,0.279779,0.435212,0.155433,29879046.916962,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29879046.916962,0,40,32,52165,2474477.602885,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.3725120000000004,0.281043,0.437177,0.156135,29942702.770233,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29942702.770233,0,40,32,49611,2463354.459176,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.38256,0.28188,0.43848,0.1566,29873227.119446,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29873227.119446,0,40,32,57661,2456036.769427,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.244905,0.280809,0.436814,0.156005,29787023.067474,8.222222,mqtt,0.0,33.0,11.229866,7.428571000000002,2,29787023.067474,0,40,32,38211,2465403.245046,21.0,8.689074,0,MQTT_Publish
64240,1883,502,33.0,3.38349,0.281958,0.438601,0.156643,29879178.04718,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29879178.04718,0,40,32,37703,2455361.549671,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.368164,0.28068,0.4366140000000001,0.155934,29789235.115051,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29789235.115051,0,40,32,42623,2466534.321125,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.388411,0.282368,0.439238,0.156871,29753172.874451,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29753172.874451,0,40,32,52497,2451795.926461,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.3873010000000003,0.282275,0.439095,0.156819,29785449.981689,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29785449.981689,0,40,32,42941,2452599.397072,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.352953,0.279413,0.434642,0.155229,29912703.990936,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29912703.990936,0,40,32,41893,2477724.001958,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.375319,0.281277,0.437541,0.156265,29696413.993835,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29696413.993835,0,40,32,56413,2461306.150143,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.378342,0.281529,0.437933,0.156405,29852793.931961,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29852793.931961,0,40,32,35897,2459103.309191,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.369729,0.280811,0.436817,0.156006,29669632.911682,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29669632.911682,0,40,32,46003,2465388.994951,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.36708,0.28059,0.436473,0.155883,29780660.152435,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29780660.152435,0,40,32,46167,2467328.383372,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.376445,0.28137,0.437687,0.156317,29889162.063599,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29889162.063599,0,40,32,51645,2460484.688099,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.375428,0.281286,0.437555,0.15627,29791167.020798,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29791167.020798,0,40,32,40563,2461226.610037,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.37203,0.281002,0.437115,0.156112,29771681.070328005,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29771681.070328005,0,40,32,51013,2463706.548397,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.3584629999999995,0.2798719999999999,0.435356,0.1554839999999999,29841779.947281,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29841779.947281,0,40,32,44233,2473659.295302,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.359496,0.279958,0.43549,0.155532,29834275.007248,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29834275.007248,0,40,32,49693,2472898.464936,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.380635,0.28172,0.438231,0.1565109999999999,29679164.886475,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29679164.886475,0,40,32,55627,2457435.222772,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.366909,0.280576,0.436451,0.155875,29760478.973389,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29760478.973389,0,40,32,44357,2467453.534787,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.364793,0.2803989999999999,0.436177,0.155777,29770567.893982,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29770567.893982,0,40,32,55227,2469005.603057,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.365495,0.280458,0.436268,0.15581,29794983.148575,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29794983.148575,0,40,32,46243,2468490.618926,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.3799370000000004,0.281661,0.43814,0.156479,29885663.032532,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29885663.032532,0,40,32,44911,2457942.925967,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.3746400000000003,0.28122,0.437453,0.1562329999999999,29745273.828506,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29745273.828506,0,40,32,46907,2461800.8320150003,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.376893,0.281408,0.437745,0.156338,29822424.888611,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29822424.888611,0,40,32,42301,2460158.604842,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.375752,0.281313,0.4375979999999999,0.1562849999999999,29756907.939911,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29756907.939911,0,40,32,54703,2460989.7686880003,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.368177,0.280681,0.436616,0.155934,29575643.062592,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29575643.062592,0,40,32,60463,2466524.692682,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.361219,0.280102,0.4357140000000001,0.155612,29656634.092331,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29656634.092331,0,40,32,60893,2471630.536593,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.384381,0.282032,0.438716,0.156684,29711988.925934,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29711988.925934,0,40,32,33777,2454715.69208,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.3651949999999995,0.280433,0.436229,0.155796,29711369.037628,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29711369.037628,0,40,32,35283,2468710.770974,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.376297,0.281358,0.437668,0.15631,29879144.906998,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29879144.906998,0,40,32,46547,2460593.150212,23.0,9.555103,0,MQTT_Publish
64240,1883,502,33.0,3.372974,0.281081,0.437237,0.156156,29756988.048553,8.444444,mqtt,0.0,33.0,11.618477,7.714286,2,29756988.048553,0,40,32,56443,2463017.151906,23.0,9.555103,0,MQTT_Publish
